,context_precision_without_reference,context_precision_with_reference,context_recall,context_entity_recall,context_noise_sensitivity,context_semantic_similarity,faithfulness,context_response_relevancy,context_factual_correctness,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougel_precision,rougel_recall,rougel_f1,bleu
0,0.9999999999,0.9999999999,1.0,0.0,0.3333333333333333,0.9551371724032256,1.0,0.6153709393695691,1.0,0.72,0.9473684210526315,0.8181818181818181,0.625,0.8333333333333334,0.7142857142857143,0.72,0.9473684210526315,0.8181818181818181,0.3086194627209984
1,0.9999999999666667,0.9999999999666667,1.0,0.0,0.0,0.6269865297318846,1.0,0.7604660402703103,1.0,0.375,1.0,0.5454545454545454,0.34782608695652173,1.0,0.5161290322580645,0.375,1.0,0.5454545454545454,0.5623413251903491
2,0.9999999999666667,0.9999999999666667,1.0,0.0,0.0,0.6551147297699831,1.0,0.32559784529133495,0.25,0.13157894736842105,0.3125,0.18518518518518517,0.013333333333333334,0.03225806451612903,0.018867924528301886,0.10526315789473684,0.25,0.14814814814814814,0.12547530994780284
3,0.9999999999666667,0.99999999995,1.0,0.999999995,0.6666666666666666,0.7111110785869738,1.0,0.41433244261193,0.5,0.5142857142857142,1.0,0.6792452830188679,0.5,1.0,0.6666666666666666,0.5142857142857142,1.0,0.6792452830188679,0.0
4,0.9999999999666667,0.9999999999666667,0.0,0.0,0.0,0.6034173581331793,1.0,0.26508163158059395,0.0,0.20754716981132076,0.19642857142857142,0.2018348623853211,0.038461538461538464,0.03636363636363636,0.037383177570093455,0.1320754716981132,0.125,0.12844036697247707,0.0
5,0.99999999995,0.9999999999666667,1.0,0.0,0.0,0.8088462857227817,0.5,0.3024636644602914,1.0,0.56,0.7777777777777778,0.6511627906976745,0.4166666666666667,0.5882352941176471,0.48780487804878053,0.56,0.7777777777777778,0.6511627906976745,0.0
6,0.9999999999666667,0.8333333332916666,1.0,0.0,0.25,0.9277177453917824,1.0,0.525852317395342,0.57,0.7948717948717948,0.8157894736842105,0.8051948051948051,0.7631578947368421,0.7837837837837838,0.7733333333333334,0.7948717948717948,0.8157894736842105,0.8051948051948051,0.0
7,0.9999999999666667,0.9999999999666667,1.0,0.3333333322222222,0.0,0.683123629505997,0.6666666666666666,0.16173375028577683,0.0,0.125,0.26666666666666666,0.1702127659574468,0.06349206349206349,0.13793103448275862,0.08695652173913042,0.125,0.26666666666666666,0.1702127659574468,0.0
8,0.9999999999666667,0.9999999999666667,1.0,0.26666666648888887,0.2727272727272727,0.9188744938717717,1.0,0.44126419465555083,0.9,0.5545454545454546,0.9384615384615385,0.6971428571428573,0.41284403669724773,0.703125,0.5202312138728324,0.5363636363636364,0.9076923076923077,0.6742857142857143,0.0051146501783410625
9,0.9999999999666667,0.9999999999666667,0.6666666666666666,0.5999999988,0.0,0.9673988041288559,1.0,0.4372060754861203,0.67,0.8333333333333334,0.6578947368421053,0.7352941176470588,0.711864406779661,0.56,0.6268656716417912,0.8166666666666667,0.6447368421052632,0.7205882352941178,0.0030204197170134897
10,0.49999999995,0.5833333333041666,0.0,0.0,0.0,0.7576249078129424,0.8333333333333334,0.22639976506232373,0.0,0.10526315789473684,0.46153846153846156,0.17142857142857143,0.008849557522123894,0.04,0.014492753623188406,0.05263157894736842,0.23076923076923078,0.08571428571428572,0.0
11,0.5833333333041666,0.5833333333041666,0.5,0.666666666111111,0.0,0.9726482838294608,1.0,0.7003608060065378,1.0,0.7796610169491526,0.9787234042553191,0.8679245283018868,0.5862068965517241,0.7391304347826086,0.6538461538461539,0.7457627118644068,0.9361702127659575,0.8301886792452831,0.0
12,0.9999999999666667,0.9999999999666667,1.0,0.16666666638888888,0.0,0.9799404848247635,1.0,0.32885390502649586,0.89,0.8863636363636364,0.75,0.8125000000000001,0.7906976744186046,0.6666666666666666,0.7234042553191489,0.8863636363636364,0.75,0.8125000000000001,0.030941830482760235
13,0.9999999999666667,0.9999999999666667,1.0,0.18181818165289254,0.2631578947368421,0.8334345031167202,1.0,0.2695062031620579,0.55,0.18787878787878787,0.5166666666666667,0.27555555555555555,0.10975609756097561,0.3050847457627119,0.16143497757847536,0.14545454545454545,0.4,0.21333333333333335,0.013903060638709325
14,0.9999999999666667,0.9999999999666667,1.0,0.12499999984374999,0.0,0.9278252684832544,0.875,0.0,1.0,0.49382716049382713,0.6451612903225806,0.5594405594405595,0.25,0.32786885245901637,0.28368794326241137,0.2839506172839506,0.3709677419354839,0.32167832167832167,0.01138286330681933
15,0.9999999999666667,0.9999999999666667,0.0,0.14285714265306124,0.0,0.8314779523255802,1.0,0.32553821609100575,0.0,0.4,0.24561403508771928,0.30434782608695654,0.20588235294117646,0.125,0.15555555555555556,0.2571428571428571,0.15789473684210525,0.1956521739130435,0.018767168855425027
16,0.5833333333041666,0.5833333333041666,1.0,0.4117647056401384,0.0,0.925049296071845,1.0,0.7745742687816399,0.95,0.6097560975609756,0.6944444444444444,0.6493506493506495,0.3950617283950617,0.4507042253521127,0.42105263157894735,0.5365853658536586,0.6111111111111112,0.5714285714285715,0.0
17,0.5833333333041666,0.9999999999666667,1.0,0.5555555549382716,0.0,0.967860932550691,1.0,0.6339796913966422,1.0,0.7857142857142857,0.7764705882352941,0.7810650887573966,0.6987951807228916,0.6904761904761905,0.6946107784431137,0.7261904761904762,0.7176470588235294,0.7218934911242604,0.0
18,0.9999999999666667,0.9999999999666667,1.0,0.0,0.0,0.9507262737948925,1.0,0.4410676733036478,1.0,0.5333333333333333,0.6956521739130435,0.6037735849056605,0.3793103448275862,0.5,0.4313725490196078,0.4666666666666667,0.6086956521739131,0.5283018867924527,0.0
19,0.5833333333041666,0.0,0.0,0.0,0.0,0.7211669125432443,0.8888888888888888,0.23976380244985382,0.0,0.08928571428571429,0.45454545454545453,0.1492537313432836,0.04504504504504504,0.23809523809523808,0.07575757575757576,0.08928571428571429,0.45454545454545453,0.1492537313432836,0.18718716632432567
20,0.0,0.8333333332916666,0.0,0.07142857137755101,0.0,0.6221183546236033,0.7142857142857143,0.0,0.25,0.2,0.23684210526315788,0.21686746987951808,0.0449438202247191,0.05333333333333334,0.048780487804878044,0.1,0.11842105263157894,0.10843373493975904,0.0
21,0.9999999999666667,0.9999999999666667,1.0,0.29999999969999996,0.0,0.9484988332387032,1.0,0.35417769582630837,1.0,0.8974358974358975,0.5384615384615384,0.673076923076923,0.7105263157894737,0.421875,0.5294117647058824,0.8461538461538461,0.5076923076923077,0.6346153846153845,0.01138286330681933
22,0.9999999999,0.99999999995,1.0,0.4285714279591837,0.0,0.7973562868416763,0.6,0.0,0.0,0.24675324675324675,0.21839080459770116,0.23170731707317072,0.07894736842105263,0.06976744186046512,0.07407407407407408,0.15584415584415584,0.13793103448275862,0.14634146341463414,0.0
23,0.9999999999,0.9999999999,0.75,0.2222222219753086,0.9090909090909091,0.7317596620585107,1.0,0.39065815719655334,0.11,0.21333333333333335,0.26229508196721313,0.23529411764705885,0.053691275167785234,0.06611570247933884,0.059259259259259255,0.13333333333333333,0.16393442622950818,0.14705882352941174,6.939843277158474e-05
24,0.9999999999666667,0.9999999999666667,1.0,0.08333333326388888,0.875,0.8155967539717377,1.0,0.2992228268087164,0.0,0.25510204081632654,0.390625,0.308641975308642,0.13402061855670103,0.20634920634920634,0.16249999999999998,0.16326530612244897,0.25,0.19753086419753088,0.0
25,0.5833333333041666,0.5833333333041666,1.0,0.999999995,0.0,0.9849902492652962,1.0,0.37760715275215445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5623413251903491
26,0.9999999999666667,0.9999999999666667,1.0,0.7499999981250001,0.0,0.9973265494931007,0.5,0.3394450253866494,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3086194627209984
27,0.8333333332916666,0.8333333332916666,0.3333333333333333,0.0,0.3333333333333333,0.7805507073664599,1.0,0.17173802991158407,0.0,0.1839080459770115,0.35555555555555557,0.24242424242424243,0.10465116279069768,0.20454545454545456,0.13846153846153847,0.16091954022988506,0.3111111111111111,0.21212121212121213,0.0
28,0.8333333332916666,0.99999999995,1.0,0.4999999975,0.0,0.7472702475825652,0.3333333333333333,0.2785059906628002,0.67,0.3103448275862069,0.6923076923076923,0.4285714285714286,0.2857142857142857,0.6666666666666666,0.4,0.3103448275862069,0.6923076923076923,0.4285714285714286,0.0
29,0.9999999999666667,0.9999999999666667,1.0,0.16666666638888888,0.2,0.798713604131126,1.0,0.4589842667027692,0.89,0.5512820512820513,0.9347826086956522,0.6935483870967742,0.45454545454545453,0.7777777777777778,0.5737704918032788,0.5384615384615384,0.9130434782608695,0.6774193548387096,0.0
