,context_precision_without_reference,context_precision_with_reference,context_recall,context_entity_recall,context_noise_sensitivity,context_semantic_similarity,faithfulness,context_response_relevancy,context_factual_correctness,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougel_precision,rougel_recall,rougel_f1,bleu
0,0.99999999998,0.8874999999778125,1.0,0.0,0.3333333333333333,0.9551371724032256,1.0,0.6148255626184604,1.0,0.72,0.9473684210526315,0.8181818181818181,0.625,0.8333333333333334,0.7142857142857143,0.72,0.9473684210526315,0.8181818181818181,0.3086194627209984
1,0.4499999999775,0.94999999997625,1.0,0.4999999975,0.3333333333333333,0.6269865297318846,1.0,0.7604660402703103,1.0,0.375,1.0,0.5454545454545454,0.34782608695652173,1.0,0.5161290322580645,0.375,1.0,0.5454545454545454,0.5623413251903491
2,0.9293650793534622,0.6494047618939386,1.0,0.249999999375,0.0,0.6779988308420619,0.8333333333333334,0.2962758382288381,0.0,0.15384615384615385,0.25,0.1904761904761905,0.058823529411764705,0.0967741935483871,0.07317073170731708,0.1346153846153846,0.21875,0.16666666666666669,0.12547530994780284
3,0.5861111110964583,0.5861111110964583,1.0,0.999999995,0.6666666666666666,0.7111110785869738,1.0,0.41433244261193,0.5,0.5142857142857142,1.0,0.6792452830188679,0.5,1.0,0.6666666666666666,0.5142857142857142,1.0,0.6792452830188679,0.0
4,0.99999999999,0.22619047617916663,0.0,0.0,0.0,0.6324040566752316,1.0,0.5059465855554943,0.36,0.20270270270270271,0.26785714285714285,0.23076923076923078,0.0684931506849315,0.09090909090909091,0.078125,0.14864864864864866,0.19642857142857142,0.16923076923076924,0.0
5,0.9266666666481332,0.9266666666481332,1.0,0.0,0.0,0.8088462857227817,1.0,0.3024636644602914,1.0,0.56,0.7777777777777778,0.6511627906976745,0.4166666666666667,0.5882352941176471,0.48780487804878053,0.56,0.7777777777777778,0.6511627906976745,0.0
6,0.99999999998,0.8874999999778125,1.0,0.249999999375,0.25,0.9120283676164291,0.75,0.525852317395342,0.57,0.7948717948717948,0.8157894736842105,0.8051948051948051,0.7368421052631579,0.7567567567567568,0.7466666666666667,0.6666666666666666,0.6842105263157895,0.6753246753246753,0.0
7,0.678730158716584,0.6882936507821792,1.0,0.3333333322222222,0.0,0.6851951984538818,0.6666666666666666,0.16173375028577683,0.0,0.125,0.26666666666666666,0.1702127659574468,0.06349206349206349,0.13793103448275862,0.08695652173913042,0.125,0.26666666666666666,0.1702127659574468,0.0
8,0.8227678571325725,0.7749999999870832,0.375,0.06666666662222222,0.45454545454545453,0.9439914497876625,1.0,0.23350828308218374,0.48,0.3902439024390244,0.7384615384615385,0.5106382978723405,0.2459016393442623,0.46875,0.3225806451612903,0.37398373983739835,0.7076923076923077,0.4893617021276596,0.0051146501783410625
9,0.9999999999857143,0.5628571428458856,0.3333333333333333,0.0,0.0,0.9107065333115465,1.0,0.4394026778186301,0.43,0.4339622641509434,0.6052631578947368,0.5054945054945055,0.34285714285714286,0.48,0.39999999999999997,0.41509433962264153,0.5789473684210527,0.4835164835164836,0.0030204197170134897
