,context_precision_without_reference,context_precision_with_reference,context_recall,context_entity_recall,context_noise_sensitivity,context_semantic_similarity,faithfulness,context_response_relevancy,context_factual_correctness,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougel_precision,rougel_recall,rougel_f1,bleu
0,0.9999999999,0.9999999999,1.0,0.0,0.3333333333333333,0.9551371724032256,1.0,0.6148255626184603,0.86,0.72,0.9473684210526315,0.8181818181818181,0.625,0.8333333333333334,0.7142857142857143,0.72,0.9473684210526315,0.8181818181818181,0.3086194627209984
1,0.9999999999666667,0.99999999995,1.0,0.0,0.0,0.45462962642219673,1.0,0.31812821948811626,0.0,0.012048192771084338,0.1111111111111111,0.021739130434782608,0.0,0.0,0.0,0.012048192771084338,0.1111111111111111,0.021739130434782608,0.5623413251903491
2,0.9999999999666667,0.99999999995,1.0,0.0,1.0,0.6496729939854758,1.0,0.3630191358798102,0.2,0.11475409836065574,0.21875,0.15053763440860216,0.016666666666666666,0.03225806451612903,0.02197802197802198,0.08196721311475409,0.15625,0.10752688172043011,0.12547530994780284
3,0.5833333333041666,0.5833333333041666,1.0,0.0,0.6666666666666666,0.7111110785869738,1.0,0.41433244261193,0.0,0.5142857142857142,1.0,0.6792452830188679,0.5,1.0,0.6666666666666666,0.5142857142857142,1.0,0.6792452830188679,0.0
4,0.9999999999666667,0.9999999999666667,1.0,0.0,0.0,0.6092349047772337,1.0,0.5816937465481024,0.24,0.17272727272727273,0.3392857142857143,0.22891566265060243,0.03669724770642202,0.07272727272727272,0.04878048780487805,0.10909090909090909,0.21428571428571427,0.14457831325301204,0.0
5,0.8333333332916666,0.8333333332916666,1.0,0.0,0.0,0.7947234052251945,1.0,0.2911853613761626,0.8,0.4827586206896552,0.7777777777777778,0.5957446808510638,0.35714285714285715,0.5882352941176471,0.4444444444444445,0.4827586206896552,0.7777777777777778,0.5957446808510638,0.0
6,0.9999999999666667,0.99999999995,1.0,0.0,0.25,0.9277177453917824,0.75,0.525852317395342,0.57,0.7948717948717948,0.8157894736842105,0.8051948051948051,0.7631578947368421,0.7837837837837838,0.7733333333333334,0.7948717948717948,0.8157894736842105,0.8051948051948051,0.0
7,0.9999999999666667,0.9999999999666667,0.0,0.3333333322222222,0.0,0.683123629505997,0.6666666666666666,0.31587974087342996,0.0,0.125,0.26666666666666666,0.1702127659574468,0.06349206349206349,0.13793103448275862,0.08695652173913042,0.125,0.26666666666666666,0.1702127659574468,0.0
8,0.9999999999666667,0.9999999999666667,1.0,0.06666666662222222,0.45,0.8893454358237216,0.9375,0.6222278455236628,0.76,0.3652694610778443,0.9384615384615385,0.5258620689655172,0.25301204819277107,0.65625,0.36521739130434777,0.3413173652694611,0.8769230769230769,0.4913793103448276,0.0051146501783410625
9,0.9999999999666667,0.9999999999666667,1.0,0.16666666638888888,0.0,0.9722774716251628,0.8,0.4394026778186301,0.6,0.8208955223880597,0.7236842105263158,0.7692307692307693,0.6818181818181818,0.6,0.6382978723404256,0.8059701492537313,0.7105263157894737,0.7552447552447553,0.0030204197170134897
10,0.0,0.5833333333041666,1.0,0.0,0.0,0.7533358887180794,1.0,0.0,0.0,0.1188118811881188,0.46153846153846156,0.1889763779527559,0.02,0.08,0.032,0.06930693069306931,0.2692307692307692,0.11023622047244096,0.0
11,0.9999999999666667,0.99999999995,0.5,0.666666666111111,0.0,0.9726482838294608,1.0,0.7003608060065378,1.0,0.7796610169491526,0.9787234042553191,0.8679245283018868,0.5862068965517241,0.7391304347826086,0.6538461538461539,0.7457627118644068,0.9361702127659575,0.8301886792452831,0.0
12,0.9999999999666667,0.9999999999666667,1.0,0.16666666638888888,0.0,0.9799404848247635,1.0,0.32885390502649586,0.89,0.8863636363636364,0.75,0.8125000000000001,0.7906976744186046,0.6666666666666666,0.7234042553191489,0.8863636363636364,0.75,0.8125000000000001,0.030941830482760235
13,0.99999999995,0.9999999999666667,1.0,0.18181818165289254,0.125,0.9796149183988155,1.0,0.288236477365016,1.0,0.625,0.75,0.6818181818181818,0.5070422535211268,0.6101694915254238,0.553846153846154,0.625,0.75,0.6818181818181818,0.013903060638709325
14,0.9999999999666667,0.9999999999666667,1.0,0.0,0.25,0.8242323351699465,0.75,0.7150957716582135,0.29,0.22935779816513763,0.4032258064516129,0.29239766081871343,0.09259259259259259,0.16393442622950818,0.11834319526627218,0.1651376146788991,0.2903225806451613,0.2105263157894737,0.01138286330681933
15,0.9999999999666667,0.9999999999666667,0.5,0.0,0.42857142857142855,0.8827666810126685,1.0,0.3302438881385123,0.0,0.3787878787878788,0.43859649122807015,0.4065040650406504,0.26153846153846155,0.30357142857142855,0.2809917355371901,0.25757575757575757,0.2982456140350877,0.2764227642276422,0.018767168855425027
16,0.8333333332916666,0.8333333332916666,1.0,0.4117647056401384,0.0,0.925049296071845,1.0,0.7776896636116956,0.95,0.6097560975609756,0.6944444444444444,0.6493506493506495,0.3950617283950617,0.4507042253521127,0.42105263157894735,0.5365853658536586,0.6111111111111112,0.5714285714285715,0.0
17,0.9999999999666667,0.99999999995,1.0,0.4444444439506172,0.0,0.9684304744709544,1.0,0.5514883352570334,1.0,0.813953488372093,0.8235294117647058,0.8187134502923977,0.7176470588235294,0.7261904761904762,0.7218934911242604,0.7093023255813954,0.7176470588235294,0.7134502923976608,0.0
18,0.0,0.8333333332916666,1.0,0.0,0.0,0.8883402427689986,0.5,0.0,0.0,0.15476190476190477,0.5652173913043478,0.24299065420560748,0.07228915662650602,0.2727272727272727,0.11428571428571428,0.11904761904761904,0.43478260869565216,0.18691588785046728,0.0
19,0.5833333333041666,0.0,0.0,0.0,0.0,0.7941821946449358,0.8666666666666667,0.18698418189266294,0.32,0.05,0.4090909090909091,0.08910891089108912,0.0223463687150838,0.19047619047619047,0.04,0.05,0.4090909090909091,0.08910891089108912,0.18718716632432567
20,0.3333333333,0.8333333332916666,0.6666666666666666,0.0,1.0,0.6219093609450519,0.6666666666666666,0.0,0.0,0.22,0.14473684210526316,0.17460317460317462,0.04081632653061224,0.02666666666666667,0.03225806451612903,0.14,0.09210526315789473,0.1111111111111111,0.0
21,0.99999999995,0.9999999999666667,1.0,0.49999999949999996,0.0,0.9484988332387032,1.0,0.35536080522350694,1.0,0.8974358974358975,0.5384615384615384,0.673076923076923,0.7105263157894737,0.421875,0.5294117647058824,0.8461538461538461,0.5076923076923077,0.6346153846153845,0.01138286330681933
22,0.0,0.99999999995,1.0,0.571428570612245,0.25,0.7865582596912226,0.5,0.0,0.0,0.36538461538461536,0.21839080459770116,0.2733812949640288,0.17647058823529413,0.10465116279069768,0.13138686131386865,0.21153846153846154,0.12643678160919541,0.15827338129496404,0.0
23,0.9999999999,0.9999999999,0.6666666666666666,0.1111111109876543,1.0,0.7265884824616722,1.0,0.39065815719655334,0.0,0.2236842105263158,0.2786885245901639,0.24817518248175183,0.06622516556291391,0.08264462809917356,0.07352941176470588,0.13157894736842105,0.16393442622950818,0.145985401459854,6.939843277158474e-05
24,0.9999999999666667,0.9999999999666667,1.0,0.16666666652777776,0.5,0.8403025467913718,1.0,0.2958707845636474,0.63,0.26582278481012656,0.65625,0.37837837837837834,0.21656050955414013,0.5396825396825397,0.3090909090909091,0.25949367088607594,0.640625,0.3693693693693693,0.0
25,0.9999999999,0.9999999999,1.0,0.4999999975,0.0,0.726514758112994,0.7777777777777778,0.21100008072102472,0.0,0.0684931506849315,0.5555555555555556,0.1219512195121951,0.041666666666666664,0.375,0.075,0.0684931506849315,0.5555555555555556,0.1219512195121951,0.5623413251903491
26,0.9999999999666667,0.9999999999666667,1.0,0.49999999875,0.0,0.9973265494931007,0.5,0.3394450253866494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3086194627209984
27,0.9999999999666667,0.9999999999666667,0.0,0.0,0.9090909090909091,0.7931144279488027,0.875,0.22707856231513568,0.12,0.19148936170212766,0.4,0.2589928057553956,0.0967741935483871,0.20454545454545456,0.13138686131386862,0.1595744680851064,0.3333333333333333,0.21582733812949642,0.0
28,0.9999999999666667,0.9999999999,0.0,0.0,0.0,0.6120623180171012,0.6666666666666666,0.3759430081541259,0.0,0.05405405405405406,0.15384615384615385,0.08,0.027777777777777776,0.08333333333333333,0.041666666666666664,0.05405405405405406,0.15384615384615385,0.08,0.0
29,0.9999999999666667,0.9999999999666667,1.0,0.0,0.2,0.7949813620236491,1.0,0.4415735338431997,0.89,0.5384615384615384,0.9130434782608695,0.6774193548387096,0.44155844155844154,0.7555555555555555,0.5573770491803278,0.5256410256410257,0.8913043478260869,0.6612903225806452,0.0
