,lev_scores,ham_scores,jaro_scores,jw_scores
0,0.859504132231405,0.1900826446280992,0.8226194807669936,0.8935716884601962
1,0.09129511677282376,0.10191082802547768,0.5511408125159989,0.5511408125159989
2,0.19287211740041932,0.08805031446540879,0.5927517320368806,0.5927517320368806
3,0.39473684210526316,0.07017543859649122,0.7024525156919653,0.7024525156919653
4,0.2751677852348994,0.07046979865771807,0.7013279849023926,0.7013279849023926
5,0.12911392405063293,0.10379746835443038,0.5476887478929129,0.5476887478929129
6,0.36,0.19999999999999996,0.7229291542743842,0.8337574925646305
7,0.40957446808510634,0.25531914893617025,0.7790240246980079,0.8674144148188048
8,0.2919621749408984,0.10401891252955087,0.683318969080414,0.683318969080414
9,0.3875802997858673,0.1991434689507494,0.7833979859100312,0.8700387915460187
10,0.15050651230101297,0.09840810419681623,0.5745767436235796,0.5745767436235796
11,0.3015075376884422,0.13567839195979903,0.7385471974950533,0.843128318497032
12,0.28915662650602414,0.14974182444061968,0.6765035561397093,0.6765035561397093
13,0.2314540059347181,0.14243323442136502,0.6378253808152826,0.6378253808152826
14,0.2849162011173184,0.08193668528864062,0.681029600329849,0.681029600329849
15,0.2977941176470589,0.15808823529411764,0.6877833833786747,0.6877833833786747
16,0.2540106951871658,0.1203208556149733,0.7766199327399566,0.8659719596439739
17,0.3655913978494624,0.056451612903225756,0.73358309751501,0.73358309751501
18,0.3312101910828026,0.12420382165605093,0.6585170667973216,0.6585170667973216
19,0.3318777292576419,0.21834061135371174,0.7040063802693813,0.8224038281616288
20,0.7795823665893271,0.058004640371229654,0.7860229571661401,0.7860229571661401
21,0.34196891191709844,0.08808290155440412,0.7259867609933504,0.7807894087946803
22,0.2801120448179272,0.05602240896358546,0.6787878552969996,0.6787878552969996
23,0.26739427012278305,0.08049113233287863,0.7456250782887507,0.7456250782887507
24,0.35365853658536583,0.09233449477351918,0.70018421522879,0.820110529137274
25,0.1712062256809338,0.12062256809338523,0.5670633306577111,0.5670633306577111
26,0.42647058823529416,0.25,0.7667299071088113,0.8600379442652868
27,0.34908136482939633,0.19422572178477693,0.6955361822252805,0.6955361822252805
28,0.18918918918918914,0.10810810810810811,0.5831772949420008,0.5831772949420008
29,0.27596439169139464,0.0801186943620178,0.6759378131011943,0.6759378131011943
