,lev_scores,ham_scores,jaro_scores,jw_scores
0,0.8677685950413223,0.1652892561983471,0.825764134855044,0.8954584809130264
1,0.2016806722689075,0.10084033613445376,0.5672268907563025,0.5672268907563025
2,0.2429906542056075,0.09345794392523366,0.6657770850697466,0.6657770850697466
3,0.48066298342541436,0.08287292817679559,0.681293791410004,0.681293791410004
4,0.2795180722891566,0.07951807228915664,0.6762863026243142,0.6762863026243142
5,0.5363636363636364,0.10909090909090913,0.688623204752237,0.688623204752237
6,0.7439613526570048,0.18840579710144922,0.819971562682016,0.8919829376092095
7,0.3485915492957746,0.16901408450704225,0.7286428748601258,0.8371857249160755
8,0.4233009708737864,0.09320388349514563,0.6573708796438664,0.6573708796438664
9,0.5105008077544426,0.25686591276252024,0.7736771363110245,0.8642062817866147
10,0.2219570405727923,0.09069212410501193,0.5989641285418091,0.5989641285418091
11,0.8661971830985915,0.8485915492957746,0.9486239932821863,0.9691743959693118
12,0.7846715328467153,0.6423357664233577,0.9043710460486682,0.9426226276292009
13,0.8123249299719888,0.2997198879551821,0.8364436248460158,0.9018661749076095
14,0.3509933774834437,0.0629139072847682,0.7627411095535038,0.7627411095535038
15,0.3308823529411765,0.15073529411764708,0.7450815129711362,0.8470489077826817
16,0.6844919786096257,0.2005347593582888,0.8179259015365976,0.8907555409219585
17,0.8494623655913979,0.032258064516129004,0.8150115016561252,0.8150115016561252
18,0.3821428571428571,0.11785714285714288,0.6680860805860807,0.6680860805860807
19,0.13885778275475924,0.1399776035834267,0.596030008332995,0.596030008332995
20,0.2542372881355932,0.07062146892655363,0.6745291094507596,0.6745291094507596
21,0.5038759689922481,0.09302325581395354,0.6880884791955869,0.6880884791955869
22,0.2644836272040302,0.04282115869017633,0.7792622931303486,0.7792622931303486
23,0.26739427012278305,0.08049113233287863,0.7456250782887507,0.7456250782887507
24,0.3112947658402204,0.09917355371900827,0.7689996371105178,0.8613997822663106
25,0.18828451882845187,0.18828451882845187,0.647111190243034,0.647111190243034
26,1.0,1.0,1.0,1.0
27,0.30365296803652964,0.136986301369863,0.6989865349101175,0.6989865349101175
28,0.304635761589404,0.09933774834437081,0.6104041322194809,0.6104041322194809
29,0.5884146341463414,0.08536585365853655,0.7106167749284574,0.7106167749284574
